name	x	y	z
Fp1	0.94	0.31	-0.11
Fp2	0.94	-0.31	-0.11
Fz	0.76	-0.00	0.65
F7	0.58	0.80	-0.11
F8	0.58	-0.80	-0.11
FC1	0.40	0.40	0.82
FC2	0.40	-0.40	0.82
Cz	0.00	-0.00	1.00
C3	0.00	0.76	0.65
C4	0.00	-0.76	0.65
T7	0.00	0.99	-0.11
T8	0.00	-0.99	-0.11
CPz	-0.40	-0.00	0.92
CP1	-0.40	0.40	0.82
CP2	-0.40	-0.40	0.82
CP5	-0.35	0.90	0.25
CP6	-0.35	-0.90	0.25
TP9	-0.30	0.82	-0.48
TP10	-0.30	-0.82	-0.48
Pz	-0.76	-0.00	0.65
P3	-0.70	0.57	0.44
P4	-0.70	-0.57	0.44
O1	-0.95	0.31	-0.11
O2	-0.95	-0.31	-0.11
